list of phonemes,All,Akha,Akoose,Alangan,Alladian,Anufo,Arabic,Aruamu,Ashaninca,Avokaya,Awadhi,Aymara,Bali,Bekwarra,Bench,Bhojpuri,Biate,Bokyi,Bora,CandoshiShapra,Carib,Chamacoco,Chipaya,Cofan,Dangaleat,Duala,Duri,Dutch,Eleme,Galela,Gamo,Garhwali,Gidar,Guahibo,Guayabero,Hadiyya,Hiligaynon,Hindi,Huambisa,Huli,Ignaciano,Ilokano,Ipili,Javanese,Jingpho,Kalabari,KalmykOirat,Kannada,Karakalpak,Karamojong,Kashinawa,Kazakh,Kera,Khasi,Konso,Koorete,Kui,Kuman,Kumyk,Kyrgyz,Lao,Lobi,Luwo,Madi,Maka,Malay,Marba_Azumeina,Mentawai,MofuGudur,Mongondow,Morisyen,Moro,Mundari,Munukutuba,Murle,Musgu,Napu,Paez,Palauan,Pampangan,Parecis,Patamona,Paumari,Peve,Pijin,Pokoot,Polish,Qeqchi,Romanian,Samoan,Sango,Sanuma,Sasak,Shilluk,ShipiboConibo,Shuar,Tamasheq,Tektiteko,Terena,Teribe,Teso,Thai,Themne,Ticuna,Tobelo,Tol,Trio,Tucano,Tuva,Vai,Vietnamese,Waimaha,Waiwai,Yawa
OW-HH,0.0005575678828887221,0.0015064186533927167,0.0008770281275449477,0.0002336858094292224,0.0007037792948131466,0.00020987827060305023,0.0012914334911752045,0.00028036335090277,0.00032274722437387036,0.000198294665873488,0.0007033248081841433,0.0009340883881137253,0.0006207324643078833,6.901787562978811e-05,0.00019348597226701063,0.0003724163614921482,0.0003195500734965169,0.00026757642651682387,9.471789852555804e-05,0.0,0.0013631937682570595,0.001026518391787853,0.0013095099522756374,0.0003197748784855462,0.00017247326664367022,0.0005531313379632474,0.0003053808098699078,0.0008878366380585972,0.00034945485043332404,0.0006550075325866247,0.00017814726840855108,0.00023382241187817852,9.014964841637118e-05,0.00036310820624546115,0.0025313404050144647,0.0008559388991308928,0.00024076080414108582,0.00030592266275085656,0.0005773005426625101,0.00025200342724661053,0.00018262616424179705,0.0003018230109863576,0.0016678427096029251,0.0006775485063135201,0.0003376325207644,0.0,0.0006601313661418623,0.0005855829478245594,0.0009734728644439036,0.0006747224437220143,0.0013069197963956527,0.00037032465127762005,0.00024329420351560123,0.00043252595155709344,0.00015338364316829254,6.353240152477763e-05,0.0002164619297581038,0.0012206286237412267,0.00022935779816513763,0.0006009615384615385,0.0005698727284239853,0.00018940589683692153,0.00020659734178086908,0.0,0.0007141156867412521,0.0008144269924374636,0.000533997864008544,5.954862144941345e-05,0.0007475130814789259,0.0004691531785127844,0.0006209465985925211,0.000315357931251971,0.0005572065378900445,0.001113895850737956,0.00024385783088459427,0.0006620125180548869,0.0012339754575992322,0.00017748328699047507,0.00035265075819913014,0.00039827036868456985,0.000212750868732714,0.00040537801499898656,0.00029726516052318666,0.0006877149109096593,0.000808059042180682,0.0017927794263105836,0.00033441087950061306,0.0005353000654255636,0.0004828585224529213,0.0006533812479581836,0.00012477384740158462,0.0006142128861863522,0.0007516778523489933,0.000154428229480349,0.0009383594887558647,0.0002542911633820725,0.00023454907939486337,0.0012199213150751776,0.001152493024384326,0.0003861749372465727,0.0003456022118541559,0.0006669091790954286,0.00020611473720371008,0.00038422131147540983,0.0018766756032171583,0.0009576250897773521,0.00028872527789807997,0.0002650937769235867,0.0003628666465074085,0.00034535156789611824,0.0002994729276473407,0.00024067388688327315,0.0006129823202993934,0.000999267204050363
OW-AO,0.00043594400897313914,0.0004584752423369138,0.0003758691975192633,0.0001752643570719168,0.0016186923780702371,0.0003497971176717504,0.00036898099747862984,0.00028036335090277,6.454944487477407e-05,0.00013219644391565866,0.00019181585677749362,0.00011676104851421566,0.00037243947858472997,0.00027607150251915245,6.449532408900354e-05,0.00024827757432809884,0.0005112801175944271,0.0014716703458425313,0.0,7.02000702000702e-05,0.001493021746186303,0.002338180781294554,8.730066348504248e-05,0.00012790995139421848,0.00028745544440611704,0.00024583615020588775,0.00018322848592194468,0.0006806747558449246,0.0006290187307799833,0.0010480120521385995,0.00017814726840855108,0.00017536680890863388,0.00033054871086002764,0.0,0.0003616200578592093,0.0004608901764550961,0.00036114120621162876,0.00018355359765051394,0.00011546010853250202,0.0005544075399425432,0.00024350155232239604,0.00024145840878908608,0.003271537622682661,0.000985525100092393,0.00060773853737592,0.0002031694433157253,0.00023104597814965178,0.0009954910113017508,0.00042589437819420784,0.0003680304238483715,0.0,0.0004937662017034934,0.00036494130527340185,0.00043252595155709344,9.203018590097552e-05,0.0006988564167725541,0.00027057741219762974,0.0009765028989929814,0.0008027522935779817,0.00046741452991452993,0.0002532767681884379,0.0005682176905107645,0.0006886578059362303,0.00020429009193054137,0.00035705784337062603,0.0002326934264107039,5.933309600094933e-05,0.00017864586434824034,0.0004025070438732678,0.00041050903119868636,0.0004139643990616807,0.0005045726900031536,0.0005572065378900445,5.56947925368978e-05,0.0003048222886057429,0.0003009147809340395,0.0002056625762665387,0.00011832219132698337,0.000764076642764782,5.689576695493855e-05,7.091695624423799e-05,0.00033781501249915546,0.00041617122473246133,0.0005001562988433886,0.0005387060281204547,0.0008036597428288823,0.0006130866124177906,0.00023791114018913937,0.00024142926122646064,0.0003920287487749102,0.00024954769480316924,0.000552791597567717,0.00010738255033557047,0.0006949270326615705,0.00022650056625141563,0.0004450095359186268,0.00029318634924357923,9.149409863063833e-05,0.0016984107727769015,0.0006114436506404068,0.00017280110592707794,0.00018188432157148054,0.00027481964960494675,0.00025614754098360657,0.0012064343163538875,0.0003591094086665071,0.00014436263894903998,0.0004639141096162768,0.00042334442092530994,0.0001381406271584473,5.989458552946814e-05,0.00012033694344163658,0.0010323912762937152,0.0012657384584637932
Y-Z,0.00014714987214477945,0.00013099292638197538,0.0001252897325064211,0.0,0.000211133788443944,0.0005596753882748006,0.00012299366582620996,0.0,0.0,0.00013219644391565866,0.00019181585677749362,5.838052425710783e-05,0.0,0.0,0.0006449532408900354,6.206939358202471e-05,6.391001469930338e-05,0.0002006823198876179,0.0,0.0,0.00012982797792924374,0.0,5.820044232336166e-05,0.0,0.0005749108888122341,0.0003072951877573597,0.00012215232394796312,5.918910920390648e-05,0.0,0.00013100150651732494,0.0005344418052256532,0.00011691120593908926,0.00018029929683274236,0.0,6.0270009643201545e-05,0.0004608901764550961,0.0,6.118453255017132e-05,0.0,0.00010080137089864422,0.00012175077616119802,0.0,6.414779652318943e-05,0.0,0.00020257951245864002,6.772314777190844e-05,6.601313661418622e-05,0.0001756748843473678,0.0002433682161109759,0.0007973992516714715,0.0,0.0002468831008517467,0.00018247065263670093,6.178942165101334e-05,9.203018590097552e-05,0.0003176620076238882,0.00027057741219762974,0.00012206286237412267,0.00017201834862385322,6.677350427350428e-05,0.0003799151522826569,0.00025254119578256204,6.886578059362302e-05,0.0002723867892407218,5.950964056177101e-05,0.0,0.00041533167200664533,5.954862144941345e-05,0.00028750503133804844,0.0002345765892563922,0.00020698219953084034,0.0001261431725007884,0.00018573551263001485,5.56947925368978e-05,0.0,0.00048146364949446316,0.0,5.916109566349169e-05,0.00011755025273304338,5.689576695493855e-05,0.0,0.0,5.945303210463734e-05,0.0002500781494216943,5.387060281204547e-05,0.0003090999010880316,0.0013376435180024523,0.0,0.0,0.0,0.0003743215422047539,0.0,5.3691275167785237e-05,0.0,0.0,0.00019071837253655435,5.863726984871584e-05,0.00027448229589191497,0.00012131505519835011,0.0,0.0004032025804965152,0.00012125621438098702,0.0004809343868086568,0.0,0.0,0.0003591094086665071,7.218131947451999e-05,0.00013254688846179335,0.0,0.0002762812543168946,0.0001796837565884044,0.0,6.45244547683572e-05,0.00013323562720671508
AW-AA,0.0003523588775167508,0.0003274823159549384,0.0002505794650128422,0.0001168429047146112,0.00028151171792525865,0.00020987827060305023,0.00018449049873931492,5.6072670180554e-05,0.00032274722437387036,0.000594883997620464,0.0013427109974424552,0.0,0.00024829298572315333,0.0003450893781489406,0.00038697194453402126,0.00024827757432809884,0.0003195500734965169,6.689410662920597e-05,0.00012629053136741072,0.0001404001404001404,0.0008438818565400844,0.0,0.0,0.0001918649270913277,0.00022996435552489363,0.00012291807510294387,0.0012215232394796312,0.0001479727730097662,0.0004892367906066536,0.001113512805397262,0.0002969121140142518,0.0004091892207868124,0.0003004988280545706,0.00041498080713766987,6.0270009643201545e-05,6.584145377929945e-05,0.00030095100517635727,6.118453255017132e-05,0.00017319016279875303,0.0019152260470742402,6.087538808059901e-05,0.00048291681757817216,0.0007697735582782732,0.0012319063751154912,0.00040515902491728003,0.0003386157388595422,0.000297059114763838,0.0002927914739122797,6.0842054027743974e-05,0.000736060847696743,0.0004127115146512588,0.0002468831008517467,6.082355087890031e-05,0.00030894710825506676,0.0010430087735443891,0.00025412960609911054,0.0006493857892743114,0.0,0.00034403669724770644,0.0,0.00012663838409421896,0.0006944882884020456,0.00020659734178086908,0.0006128702757916241,5.950964056177101e-05,0.00034904013961605586,0.00029666548000474666,0.000535937593044721,0.0004025070438732678,0.0009383063570255688,0.0,0.000315357931251971,0.0006191183754333828,0.0,0.0012192891544229715,0.0001805488685604237,0.0004798793446219236,0.00017748328699047507,0.0010579522745973904,0.00017068730086481566,0.00014183391248847598,0.00020268900749949328,0.0004756242568370987,6.251953735542357e-05,0.00010774120562409094,6.181998021760633e-05,0.0,0.00017843335514185451,0.00012071463061323032,0.0001960143743874551,0.00024954769480316924,0.0006142128861863522,0.0005369127516778523,0.00038607057370087253,0.00012942889500080893,0.00019071837253655435,0.000762284508033306,0.0,0.00012131505519835011,0.0002574499581643818,0.0008640055296353896,0.0,0.0007557540364136036,0.0,0.0013404825737265416,0.00011970313622216902,0.0003609065973726,0.0003313672211544834,6.047777441790142e-05,0.0005525625086337892,5.989458552946814e-05,0.00030084235860409147,0.00022583559168925022,0.000732795949636933
L-B,0.0015485772259045839,0.001637411579774692,0.0010023178600513688,0.0024537009990068352,0.0011964248011823492,0.00041975654120610047,0.002767357481089724,0.0007850173825277559,0.00032274722437387036,0.0009253751074096107,0.0024936061381074168,0.0005254247183139705,0.005276225946617008,0.0005521430050383049,0.0004514672686230248,0.0019241512010427658,0.001981210455678405,0.0015385644524717372,0.00044201685978593753,0.0011934011934011935,0.002142161635832522,0.0022811519817507843,0.0009021068560121057,0.0001918649270913277,0.0010923306887432448,0.0015364759387867986,0.002931655774751115,0.0018644569399230541,0.0022365110427732737,0.0019650225977598744,0.0006532066508313539,0.0030981469573858654,0.001472444257467396,0.0006743438115987136,0.0007232401157184186,0.0002633658151171978,0.0010834236186348862,0.00232501223690651,0.0005195704883962591,0.0016128219343783075,0.0018871370304985695,0.0023542194856935894,0.0005773301687087048,0.0035725284878349245,0.00114795057059896,0.0016930786942977109,0.001782354688583028,0.0034549393921649,0.002981260647359455,0.0004907072317978286,0.00048149676709313525,0.0033329218614985803,0.0010948239158202057,0.003213049925852694,0.0020860175470887783,0.0005717916137229987,0.0027057741219762973,0.0019530057979859627,0.0026376146788990827,0.0038060897435897435,0.002342810105743051,0.0005682176905107645,0.0008952551477170994,0.0010214504596527069,0.0008331349678647941,0.0012798138452588714,0.0011866619200189867,0.0016673614005835765,0.0004600080501408775,0.005805770584095708,0.0004139643990616807,0.000315357931251971,0.004271916790490341,0.0011695906432748538,0.0011583246967018228,0.000601829561868079,0.005689997943374238,0.0,0.002057129422828259,0.0027309968138370506,0.00028366782497695197,0.0010134450374974665,0.000356718192627824,0.0012503907471084713,0.001723859289985455,0.0008036597428288823,0.0016720543975030655,0.0011895557009456968,0.0007242877836793819,0.0016987912446912773,0.00024954769480316924,0.0018426386585590566,0.0023087248322147653,0.0007721411474017451,0.0016825756350105161,0.0003814367450731087,0.0013486572065204644,0.0007929488547988655,0.0017590683003760766,0.001287249790821909,0.0005184033177812338,0.0019400994300957923,0.0006183442116111301,0.0009605532786885246,0.001675603217158177,0.0005386641129997606,0.0013714450700158798,0.0013254688846179336,0.0032053220441487754,0.0008979140765299074,0.002994729276473407,0.001022864019253911,0.0008710801393728223,0.0015988275264805809
D-Y,0.0003123180959807564,0.00026198585276395077,0.0008143832612917372,0.0003505287141438336,0.000633401365331832,0.0003497971176717504,0.00043047783039173483,0.000224290680722216,0.0002581977794990963,0.00013219644391565866,0.0001278772378516624,0.0007589468153424018,0.0004965859714463067,0.00020705362688936435,0.00019348597226701063,0.00024827757432809884,0.00012782002939860676,0.00046825874640444177,0.00028415369557667416,0.0002808002808002808,6.491398896462187e-05,0.0004562303963501568,0.0,0.0,0.00011498217776244682,0.00036875422530883165,0.00042753313381787086,0.0002959455460195324,0.0002096729102599944,6.550075325866247e-05,5.9382422802850356e-05,0.00029227801484772313,0.0001502494140272853,0.0009855794169519659,0.0010245901639344263,0.0001316829075585989,0.0010834236186348862,0.00030592266275085656,0.00017319016279875303,0.0004032054835945769,6.087538808059901e-05,0.00024145840878908608,0.0005773301687087048,0.00036957191253464736,0.00027010601661152004,0.0004063388866314506,0.00036307225137802423,0.0001756748843473678,0.0003042102701387199,0.00018401521192418574,0.0012381345439537762,0.0004937662017034934,0.0007298826105468037,0.00030894710825506676,6.135345726731701e-05,0.00025412960609911054,0.0002164619297581038,0.000366188587122368,0.00017201834862385322,6.677350427350428e-05,0.0003165959602355474,0.00031567649472820256,0.0007575235865298533,0.0005447735784814437,0.0,0.0006399069226294357,0.00011866619200189867,0.0002381944857976538,0.00017250301880282904,0.0003518648838845883,0.0004139643990616807,0.0003784295175023652,0.0006810302129767211,0.0001113895850737956,0.00024385783088459427,0.00024073182474723158,0.0,0.0007099331479619003,0.00023510050546608676,0.0003413746017296313,0.0,0.00027025200999932435,5.945303210463734e-05,0.000437636761487965,0.00010774120562409094,0.000556379821958457,0.0004458811726674841,0.00011895557009456968,0.0003017865765330758,6.533812479581836e-05,0.0006862561607087154,0.0002456851544745409,0.00010738255033557047,0.00038607057370087253,3.235722375020223e-05,0.0003178639542275906,0.0005277354286384425,0.00033547836164567386,0.00012131505519835011,0.00022526871339383406,0.0004032025804965152,0.0004243967503334546,0.00013740982480247338,0.0,0.00046916890080428956,0.0008977735216662676,0.00021654395842355997,0.0005301875538471734,0.0003023888720895071,0.00034535156789611824,0.0003593675131768088,0.00012033694344163658,6.45244547683572e-05,0.0
T-L,0.0003208267620571552,0.0007204610951008645,6.264486625321055e-05,5.84214523573056e-05,0.00014075585896262933,6.995942353435007e-05,0.0014144271570014145,0.000168218010541662,6.454944487477407e-05,0.000396589331746976,0.0001278772378516624,0.00029190262128553915,0.00018621973929236498,0.0,0.0003224766204450177,0.0003103469679101235,0.00019173004409791015,0.0002006823198876179,0.00012629053136741072,0.0001404001404001404,0.0002596559558584875,0.0007413743940690048,0.0005820044232336166,6.395497569710924e-05,0.00022996435552489363,0.0,0.0,0.00038472920982539214,0.0002795638803466592,6.550075325866247e-05,0.0004156769596199525,5.845560296954463e-05,0.0001502494140272853,0.0001556178026766262,0.0003013500482160077,0.0003292072688964972,0.00048152160828217165,0.00018355359765051394,0.0006927606511950121,0.00020160274179728844,0.0,0.00024145840878908608,0.0,0.00036957191253464736,0.0,0.0,0.0006601313661418623,0.00023423317912982375,0.0007909467023606717,0.0010427528675703858,0.0011693492915118998,0.0004320454264905567,0.0,0.0005561047948591201,0.0003374440149702436,0.0005082592121982211,0.00016234644731857786,0.000183094293561184,0.00017201834862385322,0.0009348290598290599,0.0003799151522826569,0.00037881179367384307,0.00013773156118724605,0.0,0.00023803856224708403,0.0008726003490401396,0.00041533167200664533,0.0001190972428988269,5.7501006267609686e-05,0.0008796622097114708,0.0,0.0002522863450015768,0.0004952947003467063,0.0005012531328320802,6.096445772114857e-05,6.0182956186807895e-05,6.855419208884623e-05,0.00017748328699047507,0.00023510050546608676,0.0006827492034592626,0.00014183391248847598,0.0,0.00023781212841854935,0.0001875586120662707,0.00026935301406022733,0.0002472799208704253,0.00033441087950061306,0.0007732112056147029,0.00036214389183969096,0.0027442012414243713,0.00012477384740158462,6.142128861863522e-05,0.000697986577181208,0.000308856458960698,0.00016178611875101117,0.0007628734901462174,0.00017591180954614754,0.0005184665589069505,6.0657527599175054e-05,0.0003861749372465727,0.0004608029491388745,0.0003637686431429611,6.870491240123669e-05,0.0008324795081967213,0.00020107238605898123,0.00017955470433325354,0.0,0.00013254688846179335,0.00018143332325370426,0.0001381406271584473,0.0003593675131768088,6.016847172081829e-05,0.0,0.00013323562720671508
Y-L,0.00019019371229597344,0.0007859575582918522,6.264486625321055e-05,0.0008179003330022784,0.0003518896474065733,6.995942353435007e-05,0.00018449049873931492,0.000112145340361108,0.00045184611412341856,0.0,0.0,5.838052425710783e-05,0.00024829298572315333,6.901787562978811e-05,6.449532408900354e-05,6.206939358202471e-05,6.391001469930338e-05,0.0002006823198876179,9.471789852555804e-05,7.02000702000702e-05,0.00019474196689386563,0.00028514399771884804,0.00037830287510185075,0.0001918649270913277,0.00011498217776244682,6.145903755147194e-05,0.00012215232394796312,5.918910920390648e-05,6.98909700866648e-05,0.00032750376629331237,0.00023752969121140142,5.845560296954463e-05,0.00012019953122182824,0.0,0.0,0.0001316829075585989,0.000782472613458529,0.0002447381302006853,0.00040411037986375705,0.00010080137089864422,0.0004870031046447921,0.00012072920439454304,0.0005131823721855154,6.159531875577457e-05,0.00013505300830576002,0.0,0.00036307225137802423,0.00023423317912982375,0.0002433682161109759,0.0003680304238483715,0.0006190672719768881,0.00012344155042587335,6.082355087890031e-05,0.00018536826495304005,3.0676728633658504e-05,0.00012706480304955527,0.0001082309648790519,0.000183094293561184,0.00017201834862385322,6.677350427350428e-05,0.00012663838409421896,0.00012627059789128102,0.0007575235865298533,0.0,5.950964056177101e-05,5.817335660267598e-05,5.933309600094933e-05,0.0,0.00017250301880282904,0.00041050903119868636,6.899406651028011e-05,0.0001892147587511826,0.00012382367508667657,0.0002227791701475912,0.0001828933731634457,0.00012036591237361579,0.00013710838417769247,0.00017748328699047507,0.00029387563183260845,0.0008534365043240783,7.091695624423799e-05,6.756300249983109e-05,0.00011890606420927467,0.00012503907471084715,0.0003232236168722728,0.00012363996043521266,0.0,0.00011895557009456968,0.00012071463061323032,0.0005227049983665469,0.0,6.142128861863522e-05,0.00016107382550335572,0.000154428229480349,0.0010030739362562693,0.00019071837253655435,0.00011727453969743169,9.149409863063833e-05,6.0657527599175054e-05,0.0001609062238527386,5.760036864235931e-05,0.00018188432157148054,0.0,0.00012807377049180329,0.00026809651474530834,0.00011970313622216902,7.218131947451999e-05,0.00013254688846179335,0.0,6.907031357922365e-05,0.0004791566842357451,6.016847172081829e-05,0.0,6.661781360335754e-05
AY-EH,0.0004164241279743419,0.00019648938957296305,0.0006890935287853161,0.000584214523573056,7.037792948131466e-05,0.0012592696236183015,0.0004919746633048398,0.00084109005270831,0.0003872966692486445,0.0009253751074096107,0.002813299232736573,0.00017514157277132348,6.207324643078833e-05,0.00020705362688936435,6.449532408900354e-05,0.0003724163614921482,0.0004473701028951237,0.00026757642651682387,9.471789852555804e-05,0.001088101088101088,0.0003245699448231094,5.70287995437696e-05,5.820044232336166e-05,0.0006395497569710924,0.00045992871104978727,0.00024583615020588775,0.0006718377817137971,0.00017756732761171944,0.0006989097008666481,0.001244514311914587,0.0005344418052256532,0.0005261004267259016,9.014964841637118e-05,0.00010374520178441747,0.0,0.0004608901764550961,0.00018057060310581438,0.0008565834557023984,0.0006927606511950121,0.0004032054835945769,0.00024350155232239604,0.00048291681757817216,0.0005131823721855154,0.0004311672312904219,0.00040515902491728003,6.772314777190844e-05,9.901970492127933e-05,0.0006441412426070153,0.00012168410805548795,0.000736060847696743,0.000894208281744394,6.172077521293668e-05,0.0008515297123046044,6.178942165101334e-05,0.0003067672863365851,0.0003811944091486658,0.0001082309648790519,0.0003051571559353067,0.00045871559633027525,0.00013354700854700856,0.00012663838409421896,0.00031567649472820256,0.00041319468356173817,0.0001361933946203609,0.00011901928112354201,0.0009307737056428156,0.00041533167200664533,0.0008336807002917883,0.001092519119084584,0.0005277973258268825,6.899406651028011e-05,0.0002522863450015768,0.0004952947003467063,0.0005012531328320802,0.0006096445772114858,0.00048146364949446316,0.0005484335367107699,0.0004141276696444418,0.0005289761372986952,0.0010810195721438324,7.091695624423799e-05,0.00033781501249915546,0.0004756242568370987,0.000437636761487965,0.0001616118084361364,0.000185459940652819,0.0,0.0,6.035731530661516e-05,0.0003266906239790918,0.0008110300081103001,0.0009213193292795283,0.00037583892617449666,0.0002316423442205235,0.0006795016987542468,0.0005721551176096631,0.00011727453969743169,9.149409863063833e-05,0.00024263011039670022,0.0003861749372465727,0.0006336040550659524,0.00012125621438098702,6.870491240123669e-05,0.00012807377049180329,0.0015415549597855229,5.985156811108451e-05,0.0010827197921178,6.627344423089668e-05,0.00012095554883580284,0.0007597734493714601,0.0002994729276473407,6.016847172081829e-05,0.00032262227384178605,0.00026647125441343016
D-AH,0.001475502799601394,0.0007859575582918522,0.001252897325064211,0.0013436934042180288,0.000844535153775776,0.0015391073177557016,0.0012299366582620996,0.002186834137041606,0.0013555383423702555,0.001784651992861392,0.0030051150895140663,0.0007005662910852939,0.002110490378646803,0.00048312512940851683,0.0008384392131570461,0.002296567562534914,0.0007030101616923372,0.00046825874640444177,0.00037887159410223217,0.0012285012285012285,0.001103537812398572,0.0006843455945252353,0.0003492026539401699,0.00044768482987976463,0.0021271702886052663,0.0009218855632720792,0.002076589507115373,0.0031074282332050904,0.0013279284316466313,0.001113512805397262,0.0019002375296912114,0.002864324545507687,0.0022236913276038224,0.003734827264239029,0.0009643201542912247,0.0014485119831445879,0.0006019020103527145,0.0009177679882525697,0.0006927606511950121,0.0034272466105539036,0.0004870031046447921,0.0026560424966799467,0.0011546603374174096,0.001108715737603942,0.0006752650415288,0.0005417851821752675,0.0012542495956695382,0.0032792645078175324,0.0021903139449987834,0.000736060847696743,0.0003439262622093823,0.002160227132452784,0.0024329420351560122,0.0011122095897182402,0.002300754647524388,0.0019059720457433292,0.0033551599112506087,0.0015868172108635947,0.0023509174311926607,0.0016025641025641025,0.0007598303045653138,0.0012627059789128102,0.0008952551477170994,0.0006809669731018045,0.00011901928112354201,0.0032577079697498545,0.0011273288240180373,0.000535937593044721,0.006842619745845552,0.001172882946281961,0.00020698219953084034,0.0017029328287606433,0.001114413075780089,0.0006683375104427736,0.0024995427665670915,0.0027082330284063554,0.00034277096044423114,0.0005916109566349169,0.000940402021864347,0.0019344560764679108,0.000212750868732714,0.0012836970474967907,0.0023781212841854932,0.0025007814942169426,0.0009696708506168184,0.0025964391691394658,0.0010589677850852749,0.00047582228037827874,0.0017503621438918397,0.0007840574975498204,0.00012477384740158462,0.0017812173699404213,0.0071946308724832216,0.0007721411474017451,0.0003882866850024268,0.000508582326764145,0.00422188342910754,0.0008234468876757449,0.00024263011039670022,0.0008688936088047886,0.0006336040550659524,0.0007881653934764157,0.001099278598419787,0.00025614754098360657,0.0008042895442359249,0.0008379219535551831,0.001804532986863,0.001656836105772417,0.001149077713940127,0.00048349219505456557,0.003473885960709152,0.0006016847172081829,0.0006452445476835721,0.0005329425088268603
NG-L,0.00017317638014317582,0.0004584752423369138,6.264486625321055e-05,0.0003505287141438336,0.00014075585896262933,0.00020987827060305023,0.0002459873316524199,0.00028036335090277,6.454944487477407e-05,0.0002643928878313173,0.0,0.0,0.00024829298572315333,0.00027607150251915245,0.0001289906481780071,0.0001862081807460741,0.00019173004409791015,0.0,0.00018943579705111609,0.0001755001755001755,0.0,5.70287995437696e-05,5.820044232336166e-05,0.0,5.749108888122341e-05,0.00012291807510294387,6.107616197398156e-05,5.918910920390648e-05,0.0,0.00032750376629331237,0.0,0.0,0.00018029929683274236,0.0,6.0270009643201545e-05,0.0,0.00036114120621162876,0.00012236906510034264,0.00011546010853250202,0.0005040068544932211,6.087538808059901e-05,6.036460219727152e-05,0.000898069151324652,0.00036957191253464736,0.0003376325207644,0.00013544629554381688,0.00033006568307093114,5.8558294782455936e-05,0.0002433682161109759,0.00018401521192418574,0.0002063557573256294,0.0,6.082355087890031e-05,0.00012357884330202668,6.135345726731701e-05,6.353240152477763e-05,0.0,0.00042722001830942935,0.0005160550458715597,0.00013354700854700856,0.00018995757614132845,6.313529894564051e-05,6.886578059362302e-05,0.0,0.0,0.00017452006980802793,0.00023733238400379733,0.0002381944857976538,0.00017250301880282904,0.000996950504339667,0.0,0.0002522863450015768,0.00018573551263001485,0.0001670843776106934,6.096445772114857e-05,6.0182956186807895e-05,0.0006169877287996161,0.0,0.00029387563183260845,0.0006827492034592626,0.00028366782497695197,0.00013512600499966218,0.0,6.251953735542357e-05,0.0001616118084361364,0.00012363996043521266,5.5735146583435515e-05,5.947778504728484e-05,0.00024142926122646064,0.000718719372754002,6.238692370079231e-05,0.0003685277317118113,5.3691275167785237e-05,0.0,0.00016178611875101117,0.0,0.0,0.0001524901643843972,0.0,0.0001609062238527386,5.760036864235931e-05,0.0003637686431429611,6.870491240123669e-05,0.0004482581967213115,0.00020107238605898123,0.00041896097677759155,0.0,6.627344423089668e-05,0.0003628666465074085,0.0,0.0002994729276473407,0.00012033694344163658,9.678668215253581e-05,0.0001998534408100726
IH-M,0.003087644766194369,0.001637411579774692,0.0031322433126605275,0.0006426359759303616,0.0023224716728833836,0.007485658318175458,0.0019678986532193593,0.0037007962319165638,0.005099406145107152,0.00046268755370480535,0.0009590792838874681,0.0025687430673127444,0.0011793916821849783,0.006556698184829871,0.0014833924540470817,0.0017379430202966917,0.0036428708378602927,0.004348116930898388,0.0033466990812363842,0.0015093015093015094,0.0033755274261603376,0.0037068719703450244,0.0002910022116168083,0.00422102839600921,0.0037944118661607453,0.00633028086780161,0.0014658278873755574,0.0015093222846996152,0.0019569471624266144,0.0037990436890024235,0.0035629453681710215,0.002805868942538142,0.002914838632129335,0.0024380122419338105,0.0018081002892960463,0.006781669739267843,0.0022872276393403152,0.003303964757709251,0.0031174229303775544,0.0054936747139761105,0.007731174286236075,0.0020523964747072316,0.0055808582975174804,0.000985525100092393,0.0029036396785738403,0.007178653663822294,0.0023104597814965176,0.002810798149557885,0.00444146994402531,0.003250935410660615,0.00213234282569817,0.0023453894580915935,0.0036494130527340188,0.0011739990113692536,0.0045094791091478004,0.003303684879288437,0.002868120569294875,0.005797985962770827,0.003497706422018349,0.003605769230769231,0.001076426264800861,0.004356335627249195,0.0022037049789959367,0.002383384405856316,0.0026184241847179244,0.0018033740546829552,0.0034413195680550613,0.003334722801167153,0.005290092576620091,0.0013488153882242552,0.004484614323168208,0.004288867865026805,0.0026622090143635464,0.0042884990253411305,0.001828933731634457,0.0053562831006259025,0.0013025296496880785,0.002603088209193634,0.004290584224756084,0.0008534365043240783,0.0017729239061059499,0.002905209107492737,0.0014863258026159335,0.0033760550171928728,0.01082799116522114,0.00185459940652819,0.0038457251142570504,0.004222922738357224,0.003259295026557219,0.0037896112381574647,0.005801983904173685,0.00423806891468583,0.0038120805369127515,0.0022392093274650605,0.0016825756350105161,0.0013350286077558804,0.005746452445174153,0.0012504193479520572,0.003942739293946378,0.0017377872176095772,0.0033408213812568402,0.0019400994300957923,0.0021298522844383373,0.0038422131147540983,0.002613941018766756,0.0014962892027771128,0.0018767143063375198,0.004440320763470077,0.0013305110371938313,0.003522585992540406,0.0010182079540009582,0.0038507821901323704,0.003193960511033682,0.0026647125441343015
